Date-state,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2013-NY,1289.946,1176.318,1061.653,650.696,264.142,84.214,8.481,61.618,214.032,444.863,922.589,1246.938
2014-NY,1492.413,1284.757,1294.912,653.368,277.089,66.723,35.443,68.839,170.171,428.359,889.253,1088.067
2015-NY,1521.27,1567.754,1227.918,657.307,171.604,104.354,27.538,39.561,76.306,553.894,675.334,806.543
2016-NY,1287.891,1087.93,864.905,712.146,295.882,81.815,13.679,15.538,113.034,456.534,751.312,1163.56
2017-NY,1153.451,983.821,1160.408,498.473,348.269,85.937,30.222,63.244,118.23,321.09,872.54,1330.641
2018-NY,1431.984,1009.106,1079.4,809.613,202.795,97.775,6.898,15.783,103.394,542.909,954.431,1154.375
2019-NY,1427.328,1160.832,1103.723,622.666,347.579,100.331,8.631,52.836,173.849,461.975,972.107,1180.895
2020-NY,1171.138,1083.03,877.51,721.223,346.926,65.686,1.608,34.216,190.174,500.265,708.228,1097.832
1948-WI,1804.691,1442.138,1228.973,560.708,377.101,116.621,26.23,43.178,129.768,587.374,914.905,1456.434
1949-WI,1534.919,1409.985,1180.026,645.36,290.766,49.201,16.658,42.453,322.228,477.821,985.903,1433.203
1950-WI,1701.462,1416.486,1347.439,930.73,393.848,111.164,78.67,148.377,254.28,455.848,1157.43,1673.6
1951-WI,1736.652,1383.434,1311.827,753.647,253.814,169.756,50.097,122.79,330.177,591.225,1267.505,1530.738
1952-WI,1602.231,1240.668,1267.296,588.339,366.95,82.509,25.584,87.208,220.825,758.234,957.709,1322.193
1953-WI,1485.988,1367.226,1129.965,792.642,348.83,79.615,40.565,45.87,222.989,410.775,864.417,1362.623
1954-WI,1663.483,1064.295,1225.408,639.277,511.956,71.36,36.222,90.391,259.047,620.528,924.643,1391.003
1955-WI,1636.046,1420.467,1275.026,485.285,259.595,111.367,4.914,20.608,210.616,534.36,1170.801,1625.448
1956-WI,1580.45,1416.647,1312.369,789.331,384.314,67.754,81.547,71.633,318.671,404.804,1027.781,1387.557
1957-WI,1809.937,1305.517,1152.642,650.268,384.446,108.593,21.169,73.521,287.958,629.489,1033.657,1369.311
1958-WI,1470.49,1464.357,1109.78,643.051,352.792,202.417,62.754,64.345,210.951,505.18,961.883,1670.914
1959-WI,1824.954,1496.628,1211.893,674.314,248.393,80.94,40.663,23.257,194.306,708.647,1275.597,1212.7
1960-WI,1510.668,1323.929,1442.197,640.319,376.915,157.502,54.31,47.633,191.844,578.84,928.888,1512.57
1961-WI,1624.743,1171.958,1057.536,794.133,420.614,101.081,43.344,49.555,216.712,521.873,1016.426,1531.272
1962-WI,1756.153,1472.373,1191.123,717.597,239.481,121.625,78.833,72.184,315.923,511.583,960.941,1480.107
1963-WI,1927.663,1553.907,1098.664,604.735,400.955,75.376,25.53,92.187,217.996,306.345,851.649,1695.944
1964-WI,1425.976,1250.392,1213.521,644.182,229.13,98.846,17.747,102.889,269.981,625.717,915.322,1586.358
1965-WI,1715.676,1489.532,1382.812,773.465,257.633,134.672,66.153,93.422,353.457,552.819,999.937,1234.526
1966-WI,1866.896,1357.997,1030.192,768.527,476.656,85.632,15.327,95.052,258.913,601.477,1028.648,1462.241
1967-WI,1537.164,1566.084,1163.477,678.111,507.272,105.081,67.15,127.662,266.531,629.119,1097.885,1400.643
1968-WI,1611.937,1438.584,914.458,605.056,427.292,116.317,47.859,64.685,217.28,506.471,991.693,1480.895
