HHS_region,season,mean_temp
region8,2013.0,33.59758333333333
region8,2014.0,33.02527083333333
region8,2015.0,36.61475
region8,2016.0,37.590604166666665
region8,2017.0,36.22875
region8,2018.0,34.16308333333333
region8,2019.0,32.36904166666667
region8,2020.0,34.12045833333333
region8,2021.0,40.501
region9,1948.0,43.10958333333334
region9,1949.0,45.826
region9,1950.0,49.26625000000001
region9,1951.0,50.24554166666667
region9,1952.0,47.03933333333333
region9,1953.0,49.60108333333333
region9,1954.0,50.20370833333334
region9,1955.0,47.206250000000004
region9,1956.0,49.136291666666665
region9,1957.0,48.984208333333335
region9,1958.0,48.22229166666667
region9,1959.0,50.94116666666667
region9,1960.0,48.69204166666666
region9,1961.0,49.569291666666665
region9,1962.0,47.487541666666665
region9,1963.0,49.60245833333334
region9,1964.0,48.119625000000006
region9,1965.0,48.72170833333334
region9,1966.0,48.48141666666667
region9,1967.0,48.653375000000004
region9,1968.0,49.679624999999994
region9,1969.0,47.99970833333333
region9,1970.0,48.870625
region9,1971.0,48.04391666666667
region9,1972.0,48.19795833333333
region9,1973.0,46.291374999999995
region9,1974.0,48.640875
region9,1975.0,47.47483333333333
region9,1976.0,48.773208333333336
region9,1977.0,48.96808333333333
region9,1978.0,50.77183333333334
region9,1979.0,47.53633333333334
region9,1980.0,50.29925
region9,1981.0,51.066833333333335
region9,1982.0,49.1975
region9,1983.0,47.884125000000004
region9,1984.0,49.55141666666666
region9,1985.0,47.90304166666667
region9,1986.0,49.848333333333336
region9,1987.0,48.73520833333333
region9,1988.0,49.765625
region9,1989.0,50.117416666666664
region9,1990.0,49.86237500000001
region9,1991.0,48.83945833333333
region9,1992.0,51.102875000000004
region9,1993.0,48.963125
region9,1994.0,49.68333333333334
region9,1995.0,49.159166666666664
region9,1996.0,52.10945833333333
region9,1997.0,50.107708333333335
region9,1998.0,48.96208333333333
region9,1999.0,49.073791666666665
region9,2000.0,51.85033333333333
region9,2001.0,48.703
region9,2002.0,50.54983333333333
region9,2003.0,50.38129166666667
region9,2004.0,51.119416666666666
region9,2005.0,49.26595833333334
region9,2006.0,49.94720833333333
region9,2007.0,49.961333333333336
region9,2008.0,49.137166666666666
region9,2009.0,50.67516666666666
region9,2010.0,49.19204166666666
region9,2011.0,49.85204166666667
region9,2012.0,50.503875
region9,2013.0,50.65895833333334
region9,2014.0,51.25966666666667
region9,2015.0,53.47358333333333
region9,2016.0,51.38433333333333
region9,2017.0,51.13395833333333
region9,2018.0,52.08420833333333
region9,2019.0,49.90508333333333
region9,2020.0,50.26679166666667
region9,2021.0,56.219
